state,stateID,year,gini,public,noProfit,profit,private/public,noProfit/public,profit/public,elite,urban_rate,per_square_mile,migrate,health_insurance,white_percent,Employment,Population,total_tax,governor,houOe,Oenate,%member
Louisiana,19,2016,0.4990 ,207052,593,24609,0.121718216,0.002864015,0.118854201,0,4.6,105,1956,0.102,57.0586,2691382,4685605,"9,307,865",D,R,R,4.2
Louisiana,19,2017,0.4935 ,210691,622,24953,0.121386296,0.002952191,0.118434105,0,4.6,105,,0.083,57.0586,2695329,4678606,"10,861,190",D,R,R,4.4
Louisiana,19,2018,0.4936 ,210696,663,25900,0.126072635,0.003146714,0.122925922,0,4.6,105,1997,0.079,57.0586,2727409,4670052,"11,357,686",D,R,R,5
Louisiana,19,2019,0.4978 ,212960,650,26034,0.125300526,0.003052216,0.12224831,0,4.6,105,,0.089,57.0586,2720019,4664558,"11,870,499",D,R,R,5.3
Maine,20,2010,0.4370 ,50893,0,18655,0.366553357,0,0.366553357,0,1.2,43,-609,0.107,90.8014,791331,1327961,"3,489,953",D,D,D,11.6
Maine,20,2011,0.4509 ,49747,0,19626,0.394516252,0,0.394516252,0,1.2,43,,0.112,90.8014,794389,1330029,"3,675,810",R,R,R,11.3
Maine,20,2012,0.4450 ,49792,0,20242,0.40653117,0,0.40653117,0,1.2,43,-166,0.104,90.8014,796903,1330899,"3,777,130",R,R,R,11.5
Maine,20,2013,0.4532 ,49602,0,18955,0.382141849,0,0.382141849,0,1.2,43,,0.111,90.8014,803641,1332596,"3,884,450",R,D,D,11.1
Maine,20,2014,0.4593 ,48852,0,20609,0.421866044,0,0.421866044,0,1.2,43,618,0.098,90.8014,810868,1336530,"3,847,181",R,D,D,11
Maine,20,2015,0.4523 ,47404,0,22087,0.465931145,0,0.465931145,0,1.2,43,,0.086,90.8014,816552,1335653,"4,064,075",R,D,R,11.6
Maine,20,2016,0.4519 ,47763,0,22447,0.469966292,0,0.469966292,0,1.2,43,1255,0.079,90.8014,826727,1340177,"4,130,242",R,D,R,11.4
Maine,20,2017,0.4526 ,46999,0,23146,0.492478563,0,0.492478563,0,1.2,43,,0.078,90.8014,834355,1344851,"4,232,556",R,D,R,11.4
Maine,20,2018,0.4516 ,47340,0,22917,0.48409379,0,0.48409379,0,1.2,43,1258,0.078,90.8014,843990,1350525,"4,410,632",R,D,R,12.9
Maine,20,2019,0.4490 ,47648,0,22609,0.474500504,0,0.474500504,0,1.2,43,,0.081,90.8014,842789,1357487,"4,674,441",D,D,D,11.8
Maryland,21,2010,0.4430 ,309779,0,50230,0.162147854,0,0.162147854,0,20.7,595,-7975,0.114,48.693,3345423,5791559,"15,237,748",D,D,D,11.6
Maryland,21,2011,0.4466 ,314383,0,50622,0.161020157,0,0.161020157,0,20.7,595,,0.103,48.693,3394831,5854282,"16,086,686",D,D,D,12.4
Maryland,21,2012,0.4473 ,310503,0,50649,0.163119197,0,0.163119197,0,20.7,595,-7658,0.102,48.693,3438880,5913919,"17,094,560",D,D,D,10.6
Maryland,21,2013,0.4555 ,301565,0,50199,0.166461625,0,0.166461625,0,20.7,595,,0.102,48.693,3493921,5962350,"18,118,191",D,D,D,11.6
Maryland,21,2014,0.4491 ,305156,0,50477,0.165413756,0,0.165413756,0,20.7,595,-8432,0.079,48.693,3537654,6008975,"18,929,069",D,D,D,11.9
Maryland,21,2015,0.4524 ,303554,0,51419,0.16938996,0,0.16938996,0,20.7,595,,0.067,48.693,3602936,6049289,"20,001,304",R,D,D,10.5
Maryland,21,2016,0.4499 ,305750,0,52310,0.17108749,0,0.17108749,0,20.7,595,-7969,0.061,48.693,3659061,6079669,"20,894,199",R,D,D,11
Maryland,21,2017,0.4530 ,303640,0,53152,0.175049401,0,0.175049401,0,20.7,595,,0.061,48.693,3695331,6112835,"21,599,795",R,D,D,10.7
Maryland,21,2018,0.4543 ,301465,0,53509,0.177496558,0,0.177496558,0,20.7,595,-7261,0.06,48.693,3750678,6138786,"22,427,037",R,D,D,11
Maryland,21,2019,0.4558 ,294789,0,53817,0.182561086,0,0.182561086,0,20.7,595,,0.059,48.693,3742829,6163628,"23,605,971",R,D,D,11.3
Massachusetts,22,2010,0.4750 ,223335,1215,267843,1.204728323,0.005440258,1.199288065,1,38.3,839,7516,0.044,69.6457,4115539,6569537,"20,090,563",D,D,D,14.5
Massachusetts,22,2011,0.4771 ,225816,1225,266734,1.186625394,0.005424771,1.181200624,1,38.3,839,,0.042,69.6457,4175311,6629863,"22,107,646",D,D,D,14.6
Massachusetts,22,2012,0.4813 ,227018,1721,271640,1.204137998,0.007580897,1.196557101,1,38.3,839,8607,0.039,69.6457,4253327,6692712,"22,820,892",D,D,D,14.3
Massachusetts,22,2013,0.4837 ,227094,1204,273334,1.208917893,0.005301769,1.203616124,1,38.3,839,,0.038,69.6457,4353568,6756583,"23,901,047",D,D,D,13.6
Massachusetts,22,2014,0.4863 ,225055,1108,274416,1.22425185,0.004923241,1.219328609,1,38.3,839,8278,0.034,69.6457,4447626,6819480,"25,237,003",D,D,D,13.7
Massachusetts,22,2015,0.4848 ,221164,1069,278793,1.265404858,0.004833517,1.260571341,1,38.3,839,,0.028,69.6457,4631417,6865334,"26,973,576",R,D,D,13
Massachusetts,22,2016,0.4786 ,217357,2020,279051,1.293130656,0.009293467,1.28383719,1,38.3,839,6705,0.025,69.6457,4709797,6908516,"27,310,432",R,D,D,12.1
Massachusetts,22,2017,0.4851 ,212294,1892,280197,1.328765768,0.008912169,1.319853599,1,38.3,839,,0.028,69.6457,4778424,6958374,"27,509,262",R,D,D,12.4
Massachusetts,22,2018,0.4875 ,206582,1937,284036,1.384307442,0.009376422,1.37493102,1,38.3,839,6589,0.027,69.6457,4854672,6994054,"29,654,803",R,D,D,13.6
Massachusetts,22,2019,0.4803 ,201559,609,284552,1.414776815,0.003021448,1.411755367,1,38.3,839,,0.03,69.6457,4873148,7016618,"31,806,339",R,D,D,12
Michigan,23,2010,0.4510 ,561684,0,121254,0.215875831,0,0.215875831,0,6.4,175,5,0.124,73.8784,5038194,9880076,"22,208,870",D,D,R,16.5
Michigan,23,2011,0.4612 ,553953,0,116171,0.209712737,0,0.209712737,0,6.4,175,,0.119,73.8784,5165348,9895488,"23,821,872",R,R,R,17.5
Michigan,23,2012,0.4624 ,539493,0,110384,0.204606918,0,0.204606918,0,6.4,175,1604,0.116,73.8784,5234473,9920751,"23,919,741",R,R,R,16.6
Michigan,23,2013,0.4641 ,526986,0,103502,0.1964037,0,0.1964037,0,6.4,175,,0.111,73.8784,5323762,9947308,"25,082,654",R,R,R,16.2
Michigan,23,2014,0.4598 ,513927,0,96002,0.186800849,0,0.186800849,0,6.4,175,1310,0.084,73.8784,5412041,9974630,"25,100,605",R,R,R,14.5
Michigan,23,2015,0.4667 ,502063,0,88612,0.176495778,0,0.176495778,0,6.4,175,,0.06,73.8784,5501549,9987137,"26,957,337",R,R,R,15.2
Michigan,23,2016,0.4695 ,492668,0,84015,0.170530662,0,0.170530662,0,6.4,175,1626,0.053,73.8784,5575782,10016980,"27,594,781",R,R,R,14.5
Michigan,23,2017,0.4671 ,478735,0,73607,0.15375312,0,0.15375312,0,6.4,175,,0.051,73.8784,5631306,10049868,"29,205,910",R,R,R,15.6
Michigan,23,2018,0.4679 ,466806,0,69278,0.148408547,0,0.148408547,0,6.4,175,1589,0.054,73.8784,5714498,10070610,"30,046,808",R,R,R,14.5
Michigan,23,2019,0.4634 ,454948,0,64325,0.141389785,0,0.141389785,0,6.4,175,,0.058,73.8784,5713451,10078236,"30,270,130",D,R,R,13.7
Minnesota,24,2010,0.4400 ,275941,98577,70917,0.614240001,0.35723941,0.257000591,0,2.1,67,-4160,0.09,77.5107,3408753,5312113,"17,208,877",R,D,D,15.6
Minnesota,24,2011,0.4436 ,274192,95965,69599,0.603825057,0.349991976,0.25383308,0,2.1,67,,0.087,77.5107,3469201,5352572,"18,952,919",D,R,R,15.1
Minnesota,24,2012,0.4441 ,271952,109717,69006,0.657185827,0.403442519,0.253743308,0,2.1,67,-4554,0.083,77.5107,3505578,5388297,"20,560,540",D,R,R,14.2
Minnesota,24,2013,0.4462 ,266092,108070,69086,0.665769734,0.406137727,0.259632007,0,2.1,67,,0.083,77.5107,3556487,5430428,"21,852,025",D,D,D,14.3
Minnesota,24,2014,0.4539 ,259398,108265,69545,0.685471746,0.417370219,0.268101527,0,2.1,67,-4992,0.06,77.5107,3603717,5473353,"23,245,827",D,D,D,14.2
Minnesota,24,2015,0.4492 ,255839,107261,69587,0.69124723,0.419251951,0.271995278,0,2.1,67,,0.045,77.5107,3662852,5509714,"24,479,856",D,R,D,14.1
Minnesota,24,2016,0.4496 ,252952,106658,69324,0.695713021,0.42165312,0.274059901,0,2.1,67,-5133,0.042,77.5107,3698063,5556226,"25,189,128",D,R,D,14.2
Minnesota,24,2017,0.4516 ,249204,102117,69231,0.687581259,0.409772716,0.277808542,0,2.1,67,,0.045,77.5107,3735312,5605384,"25,594,522",D,R,R,15.2
Minnesota,24,2018,0.4536 ,245021,104169,69605,0.709220842,0.425143151,0.284077691,0,2.1,67,-5056,0.043,77.5107,3776541,5650149,"26,697,469",D,R,R,15
Minnesota,24,2019,0.4434 ,241622,103128,68627,0.710841728,0.426815439,0.284026289,0,2.1,67,,0.048,77.5107,3783410,5686733,"28,175,795",D,D,R,13.7
Mississippi,25,2010,0.4680 ,153433,0,14217,0.092659337,0,0.092659337,0,2.4,63,3094,0.181,56.0195,1490731,2970366,"6,268,823",R,D,D,4.5
Mississippi,25,2011,0.4735 ,157328,0,14477,0.09201795,0,0.09201795,0,2.4,63,,0.176,56.0195,1509941,2977897,"6,549,779",R,D,R,5
Mississippi,25,2012,0.4870 ,154876,0,15893,0.102617578,0,0.102617578,0,2.4,63,3326,0.171,56.0195,1519719,2982342,"6,953,365",R,R,R,4.3
Mississippi,25,2013,0.4791 ,154916,0,15964,0.103049395,0,0.103049395,0,2.4,63,,0.17,56.0195,1532583,2986574,"7,402,725",R,R,R,3.6
Mississippi,25,2014,0.4760 ,152096,0,16283,0.107057385,0,0.107057385,0,2.4,63,4148,0.145,56.0195,1556753,2987621,"7,575,395",R,R,R,3.7
Mississippi,25,2015,0.4759 ,153300,0,16730,0.10913242,0,0.10913242,0,2.4,63,,0.125,56.0195,1568218,2984959,"7,902,885",R,R,R,5.4
Mississippi,25,2016,0.4828 ,153205,0,17729,0.115720766,0,0.115720766,0,2.4,63,5205,0.118,56.0195,1581185,2984317,"7,660,391",R,R,R,6.6
Mississippi,25,2017,0.4790 ,152319,0,17462,0.114640984,0,0.114640984,0,2.4,63,,0.121,56.0195,1592268,2983393,"7,724,629",R,R,R,5.3
Mississippi,25,2018,0.4828 ,150583,0,17437,0.115796604,0,0.115796604,0,2.4,63,4585,0.123,56.0195,1602960,2974618,"7,890,571",R,R,R,5.1
Mississippi,25,2019,0.4896 ,148360,0,17442,0.117565382,0,0.117565382,0,2.4,63,,0.129,56.0195,1607794,2968981,"8,288,883",R,R,R,6.3
Missouri,26,2010,0.4550 ,254943,0,139488,0.547134065,0,0.547134065,0,3,87,2619,0.133,77.0171,3475301,5996166,"9,707,053",D,R,R,9.9
Missouri,26,2011,0.4611 ,259417,1469,140670,0.54791706,0.005662698,0.542254363,0,3,87,,0.137,77.0171,3506571,6011569,"10,115,576",D,R,R,10.9
Missouri,26,2012,0.4608 ,256218,1348,143452,0.565143745,0.005261145,0.5598826,0,3,87,3316,0.139,77.0171,3528129,6026727,"10,801,860",D,R,R,8.9
Missouri,26,2013,0.4605 ,253356,1265,143620,0.571863307,0.004992974,0.566870333,0,3,87,,0.131,77.0171,3565922,6044003,"11,139,394",D,R,R,8.7
Missouri,26,2014,0.4628 ,251721,952,141608,0.566341306,0.003781965,0.562559341,0,3,87,3459,0.116,77.0171,3596751,6060459,"11,240,654",D,R,R,8.3
Missouri,26,2015,0.4634 ,247242,385,140267,0.568883927,0.001557179,0.567326749,0,3,87,,0.098,77.0171,3655804,6077057,"12,005,133",D,R,R,8.8
Missouri,26,2016,0.4646 ,243697,397,138398,0.569539223,0.001629072,0.567910151,0,3,87,1879,0.09,77.0171,3700557,6093349,"12,297,119",D,R,R,9.6
Missouri,26,2017,0.4618 ,234284,306,132423,0.566530365,0.001306107,0.565224258,0,3,87,,0.091,77.0171,3735460,6113669,"12,493,358",R,R,R,8.6
Missouri,26,2018,0.4657 ,230291,363,130492,0.568215866,0.001576267,0.566639599,0,3,87,1555,0.094,77.0171,3776709,6128594,"13,025,070",R,R,R,9.4
Missouri,26,2019,0.4633 ,224286,380,124118,0.555085917,0.001694265,0.553391652,0,3,87,,0.101,77.0171,3779878,6143406,"13,181,385",R,R,R,11.1
Montana,27,2010,0.4350 ,46420,0,3420,0.07367514,0,0.07367514,0,0.2,7,995,0.169,84.5326,616344,990863,"2,142,809",D,O,R,12.7
Montana,27,2011,0.4351 ,47080,0,3554,0.07548853,0,0.07548853,0,0.2,7,,0.188,84.5326,623175,998188,"2,303,516",D,R,R,13
Montana,27,2012,0.4502 ,46487,0,3608,0.077613096,0,0.077613096,0,0.2,7,860,0.183,84.5326,633135,1005385,"2,459,324",D,R,R,13.9
Montana,27,2013,0.4620 ,46373,0,3636,0.078407694,0,0.078407694,0,0.2,7,,0.167,84.5326,641917,1015933,"2,644,610",D,R,R,13
Montana,27,2014,0.4544 ,45474,0,3564,0.078374456,0,0.078374456,0,0.2,7,1223,0.137,84.5326,648873,1024998,"2,655,553",D,R,R,12.7
Montana,27,2015,0.4623 ,44388,0,3638,0.081959088,0,0.081959088,0,0.2,7,,0.116,84.5326,660524,1034413,"2,843,465",D,R,R,12.1
Montana,27,2016,0.4667 ,44791,0,3337,0.074501574,0,0.074501574,0,0.2,7,1594,0.084,84.5326,667769,1045648,"2,627,943",D,R,R,11.9
Montana,27,2017,0.4539 ,45019,0,3419,0.075945712,0,0.075945712,0,0.2,7,,0.091,84.5326,674522,1057982,"2,729,685",D,R,R,11.8
Montana,27,2018,0.4535 ,44474,0,3370,0.07577461,0,0.07577461,0,0.2,7,1497,0.081,84.5326,684109,1066542,"3,003,980",D,R,R,11.8
Montana,27,2019,0.4597 ,43564,0,3229,0.074120834,0,0.074120834,0,0.2,7,,0.083,84.5326,686572,1075462,"3,168,557",D,R,R,10.5
Nebraska,28,2010,0.4320 ,107803,0,32131,0.29805293,0,0.29805293,0,0.7,24,554,0.119,78.4119,1219802,1830158,"3,864,897",R,,,9.3
Nebraska,28,2011,0.4467 ,106631,0,32276,0.302688712,0,0.302688712,0,0.7,24,,0.12,78.4119,1232457,1843774,"4,145,889",R,,,7.9
Nebraska,28,2012,0.4339 ,104016,0,32009,0.307731503,0,0.307731503,0,0.7,24,292,0.111,78.4119,1251258,1858886,"4,366,617",R,,,6
Nebraska,28,2013,0.4445 ,101694,0,32614,0.32070722,0,0.32070722,0,0.7,24,,0.108,78.4119,1266477,1873369,"4,718,944",R,,,7.2
Nebraska,28,2014,0.4352 ,99701,0,33014,0.331130079,0,0.331130079,0,0.7,24,882,0.093,78.4119,1282745,1889916,"4,887,753",R,,,7.3
Nebraska,28,2015,0.4473 ,100030,0,33538,0.335279416,0,0.335279416,0,0.7,24,,0.078,78.4119,1302833,1904449,"5,086,759",R,,,7.7
Nebraska,28,2016,0.4477 ,101032,0,33440,0.330984243,0,0.330984243,0,0.7,24,1308,0.089,78.4119,1310917,1921360,"5,117,133",R,,,7.4
Nebraska,28,2017,0.4391 ,100897,0,33348,0.330515278,0,0.330515278,0,0.7,24,,0.086,78.4119,1317761,1934360,"5,103,105",R,,,8.1
Nebraska,28,2018,0.4488 ,99974,0,34015,0.340238462,0,0.340238462,0,0.7,24,1380,0.085,78.4119,1330165,1945367,"5,393,093",R,,,6.6
Nebraska,28,2019,0.4400 ,99502,0,35772,0.359510362,0,0.359510362,0,0.7,24,,0.079,78.4119,1329016,1954927,"5,754,834",R,,,8.3
Nevada,29,2010,0.4480 ,113103,0,1034,0.009142109,0,0.009142109,0,0.7,25,-1673,0.226,51.1646,1478054,2701967,"5,835,963",R,D,D,15
Nevada,29,2011,0.4526 ,105048,1031,1025,0.019572005,0.009814561,0.009757444,0,0.7,25,,0.22,51.1646,1501839,2710520,"6,332,128",R,D,D,14.6
Nevada,29,2012,0.4516 ,103619,934,987,0.018539071,0.009013791,0.00952528,0,0.7,25,-1530,0.22,51.1646,1519198,2739941,"6,775,112",R,D,D,14.8
Nevada,29,2013,0.4543 ,102538,915,955,0.018237141,0.008923521,0.00931362,0,0.7,25,,0.206,51.1646,1561388,2770049,"7,026,626",R,D,D,14.6
Nevada,29,2014,0.4427 ,106028,800,1039,0.017344475,0.007545177,0.009799298,0,0.7,25,-1273,0.153,51.1646,1608494,2809771,"7,143,169",R,D,D,14.4
Nevada,29,2015,0.4548 ,104418,0,2908,0.027849604,0,0.027849604,0,0.7,25,,0.123,51.1646,1664658,2857017,"7,532,989",R,R,R,14.3
Nevada,29,2016,0.4577 ,106196,0,2830,0.026648838,0,0.026648838,0,0.7,25,-1444,0.111,51.1646,1724741,2905604,"8,026,362",R,R,R,12
Nevada,29,2017,0.4606 ,107864,670,3027,0.034274642,0.006211526,0.028063117,0,0.7,25,,0.111,51.1646,1780418,2955631,"8,624,618",R,D,D,12.7
Nevada,29,2018,0.4690 ,108658,0,2613,0.02404793,0,0.02404793,0,0.7,25,-1295,0.114,51.1646,1848911,3011627,"9,157,036",R,D,D,13.9
Nevada,29,2019,0.4710 ,110560,0,2396,0.021671491,0,0.021671491,0,0.7,25,,0.115,51.1646,1884448,3068943,"9,744,547",D,D,D,14.6
New Hampshire,30,2010,0.4250 ,44072,0,24031,0.545266836,0,0.545266836,1,7.2,147,730,0.112,88.2887,813707,1317094,"2,271,936",D,D,D,10.2
New Hampshire,30,2011,0.4347 ,43333,0,27594,0.636789514,0,0.636789514,1,7.2,147,,0.101,88.2887,818789,1321886,"2,251,105",D,R,R,11.1
New Hampshire,30,2012,0.4298 ,43289,0,33684,0.778119153,0,0.778119153,1,7.2,147,842,0.112,88.2887,824361,1327287,"2,205,045",D,R,R,10.5
New Hampshire,30,2013,0.4387 ,42711,0,44837,1.049776404,0,1.049776404,1,7.2,147,,0.109,88.2887,835032,1331050,"2,349,692",D,D,R,9.5
New Hampshire,30,2014,0.4410 ,43298,0,59932,1.384174789,0,1.384174789,1,7.2,147,1181,0.094,88.2887,844499,1339224,"2,285,717",D,D,R,9.9
New Hampshire,30,2015,0.4347 ,42866,0,78179,1.823799748,0,1.823799748,1,7.2,147,,0.069,88.2887,860657,1343633,"2,487,737",D,R,R,9.7
New Hampshire,30,2016,0.4304 ,41170,0,90435,2.196623755,0,2.196623755,1,7.2,147,1041,0.064,88.2887,873126,1351059,"2,620,443",D,R,R,9.4
New Hampshire,30,2017,0.4386 ,39761,0,107989,2.715952818,0,2.715952818,1,7.2,147,,0.057,88.2887,882318,1358984,"2,592,039",R,R,R,11.2
New Hampshire,30,2018,0.4530 ,38735,0,120541,3.111940106,0,3.111940106,1,7.2,147,1268,0.052,88.2887,892444,1364875,"2,920,888",R,R,R,10.2
New Hampshire,30,2019,0.4406 ,37221,0,130981,3.519008087,0,3.519008087,1,7.2,147,,0.064,88.2887,890266,1371834,"2,934,358",R,D,D,10.3
New Jersey,31,2010,0.4640 ,339520,3772,68477,0.212797479,0.011109802,0.201687677,0,39.7,1195,-26941,0.133,55.0359,4960621,8809058,"25,927,891",R,D,D,17.1
New Jersey,31,2011,0.4694 ,359458,3363,67295,0.196568167,0.009355752,0.187212414,0,39.7,1195,,0.13,55.0359,5018505,8876959,"27,182,753",R,D,D,16.1
New Jersey,31,2012,0.4718 ,356456,2878,66556,0.19478982,0.008073928,0.186715892,0,39.7,1195,-27035,0.128,55.0359,5053839,8933292,"27,456,175",R,D,D,16.1
New Jersey,31,2013,0.4800 ,352822,3671,65270,0.195398813,0.01040468,0.184994133,0,39.7,1195,,0.134,55.0359,5132846,8984801,"29,076,881",R,D,D,16
New Jersey,31,2014,0.4757 ,351316,3659,65653,0.197292466,0.010415125,0.186877341,0,39.7,1195,-27505,0.11,55.0359,5206784,9033845,"29,679,226",R,D,D,16.5
New Jersey,31,2015,0.4832 ,339743,3842,65602,0.204401562,0.011308548,0.193093014,0,39.7,1195,,0.088,55.0359,5303122,9076577,"31,567,654",R,D,D,15.3
New Jersey,31,2016,0.4813 ,337090,3739,65692,0.205971699,0.011091993,0.194879706,0,39.7,1195,-27518,0.077,55.0359,5391249,9119862,"31,546,720",R,D,D,16.1
New Jersey,31,2017,0.4794 ,334597,3477,65469,0.206056839,0.010391605,0.195665233,0,39.7,1195,,0.076,55.0359,5447903,9174898,"33,100,505",R,D,D,16.1
New Jersey,31,2018,0.4836 ,326103,3468,65290,0.210847493,0.010634677,0.200212816,0,39.7,1195,-26640,0.074,55.0359,5549280,9218858,"35,365,046",D,D,D,14.9
New Jersey,31,2019,0.4782 ,324218,2858,65511,0.210873548,0.008815057,0.202058492,0,39.7,1195,,0.079,55.0359,5569985,9258804,"38,449,650",D,D,D,15.7
New Mexico,32,2010,0.4640 ,141874,302,494,0.005610612,0.002128649,0.003481963,0,0.7,17,371,0.2,50.9528,1059977,2064892,"4,295,237",D,D,D,7.3
New Mexico,32,2011,0.4821 ,139737,485,1077,0.011178142,0.003470806,0.007707336,0,0.7,17,,0.2,50.9528,1064267,2082110,"4,929,096",R,D,D,6.8
New Mexico,32,2012,0.4713 ,140107,544,1189,0.012369118,0.003882747,0.008486371,0,0.7,17,286,0.188,50.9528,1067211,2090254,"5,470,982",R,D,D,6.5
New Mexico,32,2013,0.4759 ,137515,826,1342,0.015765553,0.006006617,0.009758935,0,0.7,17,,0.192,50.9528,1075465,2096509,"5,387,187",R,D,D,6.2
New Mexico,32,2014,0.4770 ,131876,950,1406,0.017865267,0.007203737,0.010661531,0,0.7,17,109,0.148,50.9528,1083772,2095037,"5,757,432",R,D,D,5.7
New Mexico,32,2015,0.4795 ,125174,919,1449,0.018917667,0.00734178,0.011575886,0,0.7,17,,0.109,50.9528,1092255,2096003,"6,009,443",R,R,D,6.2
New Mexico,32,2016,0.4769 ,122920,803,1488,0.018638139,0.006532704,0.012105434,0,0.7,17,158,0.09,50.9528,1092519,2099630,"5,178,859",R,R,D,6.3
New Mexico,32,2017,0.4776 ,119138,0,1412,0.011851802,0,0.011851802,0,0.7,17,,0.091,50.9528,1095282,2101053,"5,329,658",R,D,D,6.7
New Mexico,32,2018,0.4891 ,114637,0,1322,0.011532053,0,0.011532053,0,0.7,17,-101,0.093,50.9528,1110508,2103101,"5,539,329",R,D,D,6.8
New Mexico,32,2019,0.4768 ,114361,0,1238,0.010825369,0,0.010825369,0,0.7,17,,0.098,50.9528,1116960,2110146,"7,427,622",D,D,D,7.1
New York,33,2010,0.4990 ,708084,34737,491986,0.743870784,0.049057739,0.694813045,1,8.7,411,3482,0.12,55.1617,11005742,19419964,"63,807,610",D,D,D,24.2
New York,33,2011,0.5033 ,731914,34126,497800,0.726760248,0.046625696,0.680134551,1,8.7,411,,0.115,55.1617,11294064,19600908,"67,945,152",D,D,R,24.1
New York,33,2012,0.5009 ,722274,33668,502703,0.742614299,0.046613889,0.69600041,1,8.7,411,5206,0.11,55.1617,11432840,19757479,"71,545,745",D,D,R,23.2
New York,33,2013,0.5098 ,720934,35243,504016,0.74800051,0.048885196,0.699115314,1,8.7,411,,0.109,55.1617,11619137,19892169,"73,667,171",D,D,R,24.3
New York,33,2014,0.5111 ,721847,39858,500204,0.748166855,0.055216687,0.692950168,1,8.7,411,5057,0.086,55.1617,11865518,20002008,"76,978,982",D,D,R,24.6
New York,33,2015,0.5138 ,709143,38163,502304,0.762141063,0.053815662,0.708325401,1,8.7,411,,0.071,55.1617,12099185,20088855,"78,201,753",D,D,R,24.7
New York,33,2016,0.5129 ,700892,36578,508839,0.778175525,0.052187784,0.725987741,1,8.7,411,6070,0.061,55.1617,12259136,20150838,"81,380,073",D,D,R,23.6
New York,33,2017,0.5157 ,697458,35054,501101,0.768727293,0.050259657,0.718467635,1,8.7,411,,0.057,55.1617,12389884,20190489,"79,678,037",D,D,R,23.8
New York,33,2018,0.5130 ,690097,34841,495106,0.767931175,0.050487105,0.717444069,1,8.7,411,6220,0.053,55.1617,12652841,20222664,"86,870,101",D,D,R,22.3
New York,33,2019,0.5149 ,678392,35324,492550,0.778125332,0.05207019,0.726055142,1,8.7,411,,0.053,55.1617,12743035,20222325,"85,368,973",D,D,D,21
North Carolina,34,2010,0.4640 ,475162,812,80115,0.170314545,0.001708891,0.168605654,0,9.5,196,6851,0.17,62.1536,5178363,9571353,"21,514,930",D,D,D,3.2
North Carolina,34,2011,0.4716 ,470565,1151,81574,0.175799305,0.002445996,0.173353309,0,9.5,196,,0.164,62.1536,5292814,9642580,"22,400,573",D,R,R,2.9
North Carolina,34,2012,0.4691 ,465244,1400,82059,0.17938759,0.003009174,0.176378416,0,9.5,196,6823,0.165,62.1536,5356443,9722105,"22,714,557",D,R,R,2.9
North Carolina,34,2013,0.4765 ,459651,1410,86731,0.191756354,0.003067545,0.18868881,0,9.5,196,,0.157,62.1536,5437125,9803434,"23,767,449",R,R,R,3
North Carolina,34,2014,0.4748 ,454692,1267,87563,0.195363015,0.002786502,0.192576513,0,9.5,196,6278,0.132,62.1536,5568662,9880220,"23,512,645",R,R,R,1.9
North Carolina,34,2015,0.4776 ,447581,931,92174,0.208018213,0.00208007,0.205938143,0,9.5,196,,0.113,62.1536,5695035,9966060,"25,084,225",R,R,R,3
North Carolina,34,2016,0.4780 ,450162,0,92213,0.204844034,0,0.204844034,0,9.5,196,5104,0.105,62.1536,5825370,10076064,"26,218,693",R,R,R,3
North Carolina,34,2017,0.4763 ,454632,0,92284,0.202986151,0,0.202986151,0,9.5,196,,0.107,62.1536,5918963,10175266,"26,868,715",D,R,R,3.4
North Carolina,34,2018,0.4782 ,456128,0,92630,0.20307896,0,0.20307896,0,9.5,196,5571,0.109,62.1536,6055092,10275806,"27,854,728",D,R,R,2.7
North Carolina,34,2019,0.4743 ,462970,0,91201,0.196991166,0,0.196991166,0,9.5,196,,0.114,62.1536,6150375,10370550,"29,324,429",D,R,R,2.3
North Dakota,35,2010,0.4330 ,48155,0,4574,0.094984944,0,0.094984944,0,0.3,10,2178,0.1,82.9089,503813,675054,"2,645,695",R,R,R,7.4
North Dakota,35,2011,0.4448 ,48137,0,4324,0.089826952,0,0.089826952,0,0.3,10,,0.099,82.9089,529779,687065,"2,960,240",R,R,R,6.3
North Dakota,35,2012,0.4597 ,48200,0,4094,0.084937759,0,0.084937759,0,0.3,10,2673,0.107,82.9089,567388,705071,"4,146,149",R,R,R,6.1
North Dakota,35,2013,0.4550 ,48294,0,4105,0.085000207,0,0.085000207,0,0.3,10,,0.104,82.9089,587398,727382,"5,298,770",R,R,R,6.4
North Dakota,35,2014,0.4664 ,47949,0,4009,0.083609669,0,0.083609669,0,0.3,10,2629,0.081,82.9089,606989,744395,"6,120,435",R,R,R,5
North Dakota,35,2015,0.4664 ,47780,0,4094,0.085684387,0,0.085684387,0,0.3,10,,0.083,82.9089,597642,762693,"5,736,355",R,R,R,5.4
North Dakota,35,2016,0.4533 ,47696,0,5106,0.107053002,0,0.107053002,0,0.3,10,2604,0.078,82.9089,576704,764650,"3,709,105",R,R,R,5.5
North Dakota,35,2017,0.4546 ,47346,0,5648,0.11929202,0,0.11929202,0,0.3,10,,0.075,82.9089,573149,766673,"3,465,326",R,R,R,5.1
North Dakota,35,2018,0.4427 ,46333,0,6140,0.132518939,0,0.132518939,0,0.3,10,2626,0.077,82.9089,578319,771407,"4,205,184",R,R,R,5.2
North Dakota,35,2019,0.4558 ,45590,0,6111,0.134042553,0,0.134042553,0,0.3,10,,0.074,82.9089,581932,776516,"4,969,744",R,R,R,6
